tenure_id,season,team,start_week,end_week,head_coach,head_coach_started_midseason,offensive_play_caller,caller_role,head_coach_is_play_caller,verification_status,source_url,source_title,source_publisher,source_date,date_verified,verification_notes
2022_MIA_1_19_Mike McDaniel,2022,MIA,1,19,Mike McDaniel,false,Mike McDaniel,head coach,true,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_MIN_1_19_Kevin O'Connell,2022,MIN,1,19,Kevin O'Connell,false,Kevin O'Connell,head coach,true,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_NE_1_18_Bill Belichick,2022,NE,1,18,Bill Belichick,false,Matt Patricia,senior football advisor/offensive line coach,false,verified,https://www.sportingnews.com/us/nfl/news/bill-belichick-patriots-offensive-coordinator-play-caller-2022-nfl-season/onbxuifwxarji6v9ens2gzhv,"Why Bill Belichick, Patriots aren't officially naming an offensive coordinator, play-caller for the 2022 NFL season",Sporting News,2022-08-30,2026-07-20,Patricia served as New England's primary offensive play caller despite lacking the coordinator title.
2022_NO_1_18_Dennis Allen,2022,NO,1,18,Dennis Allen,false,Pete Carmichael,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_NYG_1_20_Brian Daboll,2022,NYG,1,20,Brian Daboll,false,Mike Kafka,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_NYJ_1_18_Robert Saleh,2022,NYJ,1,18,Robert Saleh,false,Mike LaFleur,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_PHI_1_22_Nick Sirianni,2022,PHI,1,22,Nick Sirianni,false,Shane Steichen,offensive coordinator,false,verified,https://www.colts.com/news/nick-sirianni-shane-steichen-eagles-offensive-coordinator-nfl-combine,NFL Combine Notebook: Nick Sirianni On Why 'Indy Got A Special Coach' In Shane Steichen,Indianapolis Colts,2023-02-28,2026-07-20,The Colts' official retrospective confirms Steichen called Philadelphia's offense for the entire 2022 season.
2022_PIT_1_18_Mike Tomlin,2022,PIT,1,18,Mike Tomlin,false,Matt Canada,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_SEA_1_19_Pete Carroll,2022,SEA,1,19,Pete Carroll,false,Shane Waldron,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_SF_1_21_Kyle Shanahan,2022,SF,1,21,Kyle Shanahan,false,Kyle Shanahan,head coach,true,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_TB_1_19_Todd Bowles,2022,TB,1,19,Todd Bowles,false,Byron Leftwich,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_TEN_1_18_Mike Vrabel,2022,TEN,1,18,Mike Vrabel,false,Todd Downing,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_WAS_1_18_Ron Rivera,2022,WAS,1,18,Ron Rivera,false,Scott Turner,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2023_ARI_1_18_Jonathan Gannon,2023,ARI,1,18,Jonathan Gannon,false,Drew Petzing,offensive coordinator,false,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_ATL_1_18_Arthur Smith,2023,ATL,1,18,Arthur Smith,false,Arthur Smith,head coach,true,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_BAL_1_21_John Harbaugh,2023,BAL,1,21,John Harbaugh,false,Todd Monken,offensive coordinator,false,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_BUF_1_10_Sean McDermott,2023,BUF,1,10,Sean McDermott,false,Ken Dorsey,offensive coordinator,false,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Dorsey called through Buffalo's Week 10 loss.
2023_BUF_11_20_Sean McDermott,2023,BUF,11,20,Sean McDermott,false,Joe Brady,interim offensive coordinator,false,verified,https://www.buffalobills.com/news/interim-oc-joe-brady-concentrated-on-winning-bringing-energy-bills-josh-allen,Interim OC Joe Brady concentrated on winning while bringing energy,Buffalo Bills,2023-11-16,2026-07-20,Brady took over play-calling beginning in Week 11.
2023_CAR_1_7_Frank Reich,2023,CAR,1,7,Frank Reich,false,Frank Reich,head coach,true,verified,https://www.panthers.com/news/frank-reich-hands-off-play-calling-to-thomas-brown,Frank Reich hands off play-calling to Thomas Brown,Carolina Panthers,2023-10-16,2026-07-20,Reich called the first six games; Week 7 was Carolina's bye.
2023_CAR_8_10_Frank Reich,2023,CAR,8,10,Frank Reich,false,Thomas Brown,offensive coordinator,false,verified,https://www.panthers.com/news/notebook-thomas-brown-focused-on-winning-his-first-game-as-play-caller,Thomas Brown focused on winning his first game as play-caller,Carolina Panthers,2023-10-26,2026-07-20,Brown's first game as caller was Week 8 and he called three games.
2023_CAR_11_12_Frank Reich,2023,CAR,11,12,Frank Reich,false,Frank Reich,head coach,true,verified,https://www.panthers.com/news/notebook-frank-reich-to-resume-play-calling-on-offense,Frank Reich to resume play-calling on offense,Carolina Panthers,2023-11-15,2026-07-20,Reich resumed calling in Week 11 and remained caller through Week 12.
2023_CAR_13_18_Chris Tabor,2023,CAR,13,18,Chris Tabor,true,Thomas Brown,offensive coordinator,false,verified,https://www.panthers.com/news/panthers-part-ways-with-head-coach-frank-reich,Panthers part ways with head coach Frank Reich,Carolina Panthers,2023-11-27,2026-07-20,Brown resumed play-calling after Reich's dismissal beginning Week 13.
2023_CHI_1_18_Matt Eberflus,2023,CHI,1,18,Matt Eberflus,false,Luke Getsy,offensive coordinator,false,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_CIN_1_18_Zac Taylor,2023,CIN,1,18,Zac Taylor,false,Zac Taylor,head coach,true,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_CLE_1_19_Kevin Stefanski,2023,CLE,1,19,Kevin Stefanski,false,Kevin Stefanski,head coach,true,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_DAL_1_19_Mike McCarthy,2023,DAL,1,19,Mike McCarthy,false,Mike McCarthy,head coach,true,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_DEN_1_18_Sean Payton,2023,DEN,1,18,Sean Payton,false,Sean Payton,head coach,true,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_DET_1_21_Dan Campbell,2023,DET,1,21,Dan Campbell,false,Ben Johnson,offensive coordinator,false,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_GB_1_20_Matt LaFleur,2023,GB,1,20,Matt LaFleur,false,Matt LaFleur,head coach,true,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_HOU_1_20_DeMeco Ryans,2023,HOU,1,20,DeMeco Ryans,false,Bobby Slowik,offensive coordinator,false,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_IND_1_18_Shane Steichen,2023,IND,1,18,Shane Steichen,false,Shane Steichen,head coach,true,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_JAX_1_18_Doug Pederson,2023,JAX,1,18,Doug Pederson,false,Press Taylor,offensive coordinator,false,verified,https://www.espn.com/nfl/story/_/id/40122247/doug-pederson-press-taylor-jaguars-playcaller-2024,Will Doug Pederson or Press Taylor be the Jaguars' playcaller?,ESPN,2024-05-14,2026-07-20,ESPN's retrospective confirms Taylor called full time in 2023.
2023_KC_1_22_Andy Reid,2023,KC,1,22,Andy Reid,false,Andy Reid,head coach,true,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_LA_1_19_Sean McVay,2023,LA,1,19,Sean McVay,false,Sean McVay,head coach,true,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_LAC_1_15_Brandon Staley,2023,LAC,1,15,Brandon Staley,false,Kellen Moore,offensive coordinator,false,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_LAC_16_18_Giff Smith,2023,LAC,16,18,Giff Smith,true,Kellen Moore,offensive coordinator,false,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_LV_1_8_Josh McDaniels,2023,LV,1,8,Josh McDaniels,false,Josh McDaniels,head coach,true,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,McDaniels called plays through Week 8.
2023_LV_9_18_Antonio Pierce,2023,LV,9,18,Antonio Pierce,true,Bo Hardegree,interim offensive coordinator,false,verified,https://www.raiders.com/video/coach-hardegree-offense-aidan-o-connell-giants-week-9-nfl-2023,Bo Hardegree takes over as offensive coordinator,Las Vegas Raiders,2023-11-03,2026-07-20,Hardegree confirmed his play-calling role beginning Week 9.
2023_MIA_1_19_Mike McDaniel,2023,MIA,1,19,Mike McDaniel,false,Mike McDaniel,head coach,true,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_MIN_1_18_Kevin O'Connell,2023,MIN,1,18,Kevin O'Connell,false,Kevin O'Connell,head coach,true,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_NE_1_18_Bill Belichick,2023,NE,1,18,Bill Belichick,false,Bill O'Brien,offensive coordinator,false,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_NO_1_18_Dennis Allen,2023,NO,1,18,Dennis Allen,false,Pete Carmichael,offensive coordinator,false,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_NYG_1_18_Brian Daboll,2023,NYG,1,18,Brian Daboll,false,Mike Kafka,offensive coordinator,false,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_NYJ_1_18_Robert Saleh,2023,NYJ,1,18,Robert Saleh,false,Nathaniel Hackett,offensive coordinator,false,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_PHI_1_19_Nick Sirianni,2023,PHI,1,19,Nick Sirianni,false,Brian Johnson,offensive coordinator,false,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_PIT_1_11_Mike Tomlin,2023,PIT,1,11,Mike Tomlin,false,Matt Canada,offensive coordinator,false,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Canada called plays through Week 11.
2023_PIT_12_19_Mike Tomlin,2023,PIT,12,19,Mike Tomlin,false,Mike Sullivan,quarterbacks coach,false,verified,https://www.steelers.com/news/pickett-and-offense-stepping-up-to-challenge,Pickett and offense stepping up to challenge,Pittsburgh Steelers,2023-11-22,2026-07-20,Sullivan handled game-day play-calling beginning Week 12.
2023_SEA_1_18_Pete Carroll,2023,SEA,1,18,Pete Carroll,false,Shane Waldron,offensive coordinator,false,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_SF_1_22_Kyle Shanahan,2023,SF,1,22,Kyle Shanahan,false,Kyle Shanahan,head coach,true,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_TB_1_20_Todd Bowles,2023,TB,1,20,Todd Bowles,false,Dave Canales,offensive coordinator,false,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_TEN_1_18_Mike Vrabel,2023,TEN,1,18,Mike Vrabel,false,Tim Kelly,offensive coordinator,false,verified,https://fantasyindex.com/2023/10/08/ian-allan/offensive-coordinators,Offensive coordinators - Ranking the play callers 1 thru 32,Fantasy Index,2023-10-08,2026-07-20,Caller identified in the 2023 all-team play-caller list.
2023_WAS_1_18_Ron Rivera,2023,WAS,1,18,Ron Rivera,false,Eric Bieniemy,assistant head coach and offensive coordinator,false,verified,https://www.espn.com/nfl/story/_/id/35681863/sources-washington-commanders-offer-oc-job-eric-bieniemy,Commanders officially name Eric Bieniemy as offensive coordinator,ESPN,2023-02-17,2026-07-20,ESPN confirmed Bieniemy would control the offense and call plays.
2024_ARI_1_18_Jonathan Gannon,2024,ARI,1,18,Jonathan Gannon,false,Drew Petzing,offensive coordinator,false,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_ATL_1_18_Raheem Morris,2024,ATL,1,18,Raheem Morris,false,Zac Robinson,offensive coordinator,false,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_BAL_1_20_John Harbaugh,2024,BAL,1,20,John Harbaugh,false,Todd Monken,offensive coordinator,false,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_BUF_1_21_Sean McDermott,2024,BUF,1,21,Sean McDermott,false,Joe Brady,offensive coordinator,false,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_CAR_1_18_Dave Canales,2024,CAR,1,18,Dave Canales,false,Dave Canales,head coach,true,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_CHI_1_10_Matt Eberflus,2024,CHI,1,10,Matt Eberflus,false,Shane Waldron,offensive coordinator,false,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Waldron opened 2024 as Chicago's offensive play caller.
2024_CHI_11_13_Matt Eberflus,2024,CHI,11,13,Matt Eberflus,false,Thomas Brown,offensive coordinator,false,verified,https://www.chicagobears.com/news/chicago-bears-travis-homer-thomas-brown-quarterback-offensive-coordinator-details-play-calling,Williams lauds Brown for attention to detail,Chicago Bears,2024-11-24,2026-07-20,Brown's first game as caller was Week 11 after replacing Waldron.
2024_CHI_14_18_Thomas Brown,2024,CHI,14,18,Thomas Brown,true,Thomas Brown,interim head coach,true,verified,https://www.chicagobears.com/news/warren-poles-detail-elevation-of-thomas-brown-search-for-permanent-head-coach-chicago-bears-2024,"Warren, Poles detail elevation of Brown, search for permanent head coach",Chicago Bears,2024-12-03,2026-07-20,Brown continued calling the offense after becoming interim head coach.
2024_CIN_1_18_Zac Taylor,2024,CIN,1,18,Zac Taylor,false,Zac Taylor,head coach,true,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_CLE_1_7_Kevin Stefanski,2024,CLE,1,7,Kevin Stefanski,false,Kevin Stefanski,head coach,true,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Stefanski opened the season as caller.
2024_CLE_8_18_Kevin Stefanski,2024,CLE,8,18,Kevin Stefanski,false,Ken Dorsey,offensive coordinator,false,verified,https://www.clevelandbrowns.com/news/kevin-stefanski-to-assume-play-calling-duties-again-in-2025,Kevin Stefanski to assume play-calling duties again in 2025,Cleveland Browns,2025-01-23,2026-07-20,The Browns' retrospective confirms Dorsey called plays beginning in Week 8 through season end.
2024_DAL_1_18_Mike McCarthy,2024,DAL,1,18,Mike McCarthy,false,Mike McCarthy,head coach,true,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_DEN_1_19_Sean Payton,2024,DEN,1,19,Sean Payton,false,Sean Payton,head coach,true,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_DET_1_20_Dan Campbell,2024,DET,1,20,Dan Campbell,false,Ben Johnson,offensive coordinator,false,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_GB_1_19_Matt LaFleur,2024,GB,1,19,Matt LaFleur,false,Matt LaFleur,head coach,true,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_HOU_1_20_DeMeco Ryans,2024,HOU,1,20,DeMeco Ryans,false,Bobby Slowik,offensive coordinator,false,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_IND_1_18_Shane Steichen,2024,IND,1,18,Shane Steichen,false,Shane Steichen,head coach,true,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_JAX_1_18_Doug Pederson,2024,JAX,1,18,Doug Pederson,false,Press Taylor,offensive coordinator,false,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_KC_1_22_Andy Reid,2024,KC,1,22,Andy Reid,false,Andy Reid,head coach,true,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_LA_1_20_Sean McVay,2024,LA,1,20,Sean McVay,false,Sean McVay,head coach,true,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_LAC_1_19_Jim Harbaugh,2024,LAC,1,19,Jim Harbaugh,false,Greg Roman,offensive coordinator,false,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_LV_1_9_Antonio Pierce,2024,LV,1,9,Antonio Pierce,false,Luke Getsy,offensive coordinator,false,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Getsy opened the season as caller and was dismissed after Week 9.
2024_LV_10_18_Antonio Pierce,2024,LV,10,18,Antonio Pierce,false,Scott Turner,interim offensive coordinator,false,verified,https://www.raiders.com/news/scott-turner-embracing-great-opportunity-raiders-interim-offensive-coordinator-coach-alongside-father-nfl-2024,Scott Turner embracing a great opportunity to be Raiders interim offensive coordinator,Las Vegas Raiders,2024-11-14,2026-07-20,Turner assumed play-calling after the Week 10 bye and Getsy's dismissal.
2024_MIA_1_18_Mike McDaniel,2024,MIA,1,18,Mike McDaniel,false,Mike McDaniel,head coach,true,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_MIN_1_19_Kevin O'Connell,2024,MIN,1,19,Kevin O'Connell,false,Kevin O'Connell,head coach,true,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_NE_1_18_Jerod Mayo,2024,NE,1,18,Jerod Mayo,false,Alex Van Pelt,offensive coordinator,false,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_NO_1_9_Dennis Allen,2024,NO,1,9,Dennis Allen,false,Klint Kubiak,offensive coordinator,false,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
2024_NO_10_18_Darren Rizzi,2024,NO,10,18,Darren Rizzi,true,Klint Kubiak,offensive coordinator,false,verified,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024? What to know,ESPN,2024-08-30,2026-07-20,Opening assignment verified by ESPN's all-32-team play-caller survey.
